go_id	go_name	gene_count
GO:0042088	T-helper 1 type immune response	7
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	15
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	8
GO:0098758	response to interleukin-8	2
GO:0098759	cellular response to interleukin-8	2
GO:0046686	response to cadmium ion	18
GO:0071276	cellular response to cadmium ion	16
GO:0000302	response to reactive oxygen species	81
GO:0034614	cellular response to reactive oxygen species	58
GO:0010966	regulation of phosphate transport	4
GO:1902172	regulation of keratinocyte apoptotic process	5
GO:1902174	positive regulation of keratinocyte apoptotic process	2
GO:2000118	regulation of sodium-dependent phosphate transport	3
GO:2000119	negative regulation of sodium-dependent phosphate transport	1
GO:1901645	regulation of synoviocyte proliferation	3
GO:1901647	positive regulation of synoviocyte proliferation	2
GO:0098743	cell aggregation	4
GO:0001502	cartilage condensation	3
GO:0015840	urea transport	3
GO:0071918	urea transmembrane transport	2
GO:0015837	amine transport	2
GO:0015855	pyrimidine nucleobase transport	1
GO:1905330	regulation of morphogenesis of an epithelium	14
GO:1905332	positive regulation of morphogenesis of an epithelium	7
GO:0060688	regulation of morphogenesis of a branching structure	8
GO:0090183	regulation of kidney development	3
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	3
GO:0033860	regulation of NAD(P)H oxidase activity	5
GO:0003071	renal system process involved in regulation of systemic arterial blood pressure	4
GO:0033864	positive regulation of NAD(P)H oxidase activity	3
GO:0002034	regulation of blood vessel diameter by renin-angiotensin	2
GO:0003072	renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure	2
GO:0051386	regulation of neurotrophin TRK receptor signaling pathway	5
GO:0010533	regulation of activation of Janus kinase activity	7
GO:0010536	positive regulation of activation of Janus kinase activity	6
GO:1903596	regulation of gap junction assembly	3
GO:0001974	blood vessel remodeling	3
GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	2
GO:1903598	positive regulation of gap junction assembly	2
GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	2
GO:0007199	G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger	1
GO:0001781	neutrophil apoptotic process	2
GO:0010713	negative regulation of collagen metabolic process	5
GO:0032966	negative regulation of collagen biosynthetic process	5
GO:1902510	regulation of apoptotic DNA fragmentation	5
GO:1903624	regulation of DNA catabolic process	5
GO:1902512	positive regulation of apoptotic DNA fragmentation	3
GO:1903626	positive regulation of DNA catabolic process	3
GO:2000634	regulation of primary miRNA processing	3
GO:2000635	negative regulation of primary miRNA processing	3
GO:0002384	hepatic immune response	2
GO:0061888	regulation of astrocyte activation	2
GO:0006925	inflammatory cell apoptotic process	3
GO:0033028	myeloid cell apoptotic process	3
GO:0070092	regulation of glucagon secretion	1
GO:2000676	positive regulation of type B pancreatic cell apoptotic process	1
GO:0034441	plasma lipoprotein particle oxidation	1
GO:0060353	regulation of cell adhesion molecule production	18
GO:0060354	negative regulation of cell adhesion molecule production	10
GO:0060355	positive regulation of cell adhesion molecule production	7
GO:1903609	negative regulation of inward rectifier potassium channel activity	2
GO:1900085	negative regulation of peptidyl-tyrosine autophosphorylation	1
GO:1990172	G protein-coupled receptor catabolic process	2
GO:0002264	endothelial cell activation involved in immune response	1
GO:1900019	regulation of protein kinase C activity	5
GO:1900020	positive regulation of protein kinase C activity	5
GO:0010738	regulation of protein kinase A signaling	10
GO:0010739	positive regulation of protein kinase A signaling	6
GO:0030282	bone mineralization	7
GO:0031214	biomineral tissue development	14
GO:0110148	biomineralization	14
GO:0034392	negative regulation of smooth muscle cell apoptotic process	8
GO:0035630	bone mineralization involved in bone maturation	2
GO:0043931	ossification involved in bone maturation	3
GO:0048799	animal organ maturation	5
GO:0070977	bone maturation	5
GO:1904645	response to amyloid-beta	36
GO:1904646	cellular response to amyloid-beta	29
GO:1903020	positive regulation of glycoprotein metabolic process	13
GO:0010560	positive regulation of glycoprotein biosynthetic process	11
GO:1903018	regulation of glycoprotein metabolic process	26
GO:0010559	regulation of glycoprotein biosynthetic process	21
GO:0032148	activation of protein kinase B activity	28
GO:0070884	regulation of calcineurin-NFAT signaling cascade	21
GO:0106056	regulation of calcineurin-mediated signaling	21
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	12
GO:0106058	positive regulation of calcineurin-mediated signaling	12
GO:0150079	negative regulation of neuroinflammatory response	3
GO:0014896	muscle hypertrophy	6
GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway	4
GO:0009441	glycolate metabolic process	3
GO:0014904	myotube cell development	3
GO:0048009	insulin-like growth factor receptor signaling pathway	7
GO:0031099	regeneration	6
GO:0042246	tissue regeneration	3
GO:0043403	skeletal muscle tissue regeneration	3
GO:0014065	phosphatidylinositol 3-kinase signaling	20
GO:0048017	inositol lipid-mediated signaling	39
GO:0048015	phosphatidylinositol-mediated signaling	38
GO:0070875	positive regulation of glycogen metabolic process	11
GO:0045725	positive regulation of glycogen biosynthetic process	10
GO:0010676	positive regulation of cellular carbohydrate metabolic process	22
GO:0010907	positive regulation of glucose metabolic process	16
GO:0043502	regulation of muscle adaptation	21
GO:0010611	regulation of cardiac muscle hypertrophy	18
GO:0014743	regulation of muscle hypertrophy	18
GO:0010613	positive regulation of cardiac muscle hypertrophy	13
GO:0014742	positive regulation of muscle hypertrophy	13
GO:0072338	cellular lactam metabolic process	2
GO:0046449	creatinine metabolic process	1
GO:0061837	neuropeptide processing	1
GO:0010224	response to UV-B	11
GO:0071493	cellular response to UV-B	7
GO:0097242	amyloid-beta clearance	12
GO:0150094	amyloid-beta clearance by cellular catabolic process	5
GO:0070141	response to UV-A	6
GO:0071492	cellular response to UV-A	3
GO:0051621	regulation of norepinephrine uptake	2
GO:0098974	postsynaptic actin cytoskeleton organization	2
GO:0099188	postsynaptic cytoskeleton organization	2
GO:1901328	response to cytochalasin B	1
GO:0051623	positive regulation of norepinephrine uptake	1
GO:0072749	cellular response to cytochalasin B	1
GO:0034156	negative regulation of toll-like receptor 7 signaling pathway	1
GO:0034163	regulation of toll-like receptor 9 signaling pathway	4
GO:0032687	negative regulation of interferon-alpha production	3
GO:0034164	negative regulation of toll-like receptor 9 signaling pathway	2
GO:2000342	negative regulation of chemokine (C-X-C motif) ligand 2 production	3
GO:1904997	regulation of leukocyte adhesion to arterial endothelial cell	3
GO:0007500	mesodermal cell fate determination	2
GO:0035166	post-embryonic hemopoiesis	1
GO:0046984	regulation of hemoglobin biosynthetic process	1
GO:0048569	post-embryonic animal organ development	1
GO:0046985	positive regulation of hemoglobin biosynthetic process	1
GO:1904998	negative regulation of leukocyte adhesion to arterial endothelial cell	1
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	5
GO:0071402	cellular response to lipoprotein particle stimulus	14
GO:0055094	response to lipoprotein particle	13
GO:0042758	long-chain fatty acid catabolic process	5
GO:0003332	negative regulation of extracellular matrix constituent secretion	1
GO:0042178	xenobiotic catabolic process	6
GO:0008065	establishment of blood-nerve barrier	1
GO:0006805	xenobiotic metabolic process	94
GO:0009410	response to xenobiotic stimulus	95
GO:0071466	cellular response to xenobiotic stimulus	95
GO:0006749	glutathione metabolic process	31
GO:1901685	glutathione derivative metabolic process	22
GO:1901687	glutathione derivative biosynthetic process	22
GO:0060155	platelet dense granule organization	3
GO:0090107	regulation of high-density lipoprotein particle assembly	2
GO:0110114	negative regulation of lipid transporter activity	2
GO:0034370	triglyceride-rich lipoprotein particle remodeling	12
GO:0034371	chylomicron remodeling	9
GO:0034378	chylomicron assembly	9
GO:0010901	regulation of very-low-density lipoprotein particle remodeling	5
GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	3
GO:0032372	negative regulation of sterol transport	23
GO:0032375	negative regulation of cholesterol transport	23
GO:0046340	diacylglycerol catabolic process	2
GO:0060695	negative regulation of cholesterol transporter activity	1
GO:0018206	peptidyl-methionine modification	8
GO:0060620	regulation of cholesterol import	3
GO:2000909	regulation of sterol import	3
GO:0060621	negative regulation of cholesterol import	2
GO:2000910	negative regulation of sterol import	2
GO:0030199	collagen fibril organization	12
GO:0032964	collagen biosynthetic process	5
GO:0090209	negative regulation of triglyceride metabolic process	3
GO:0010897	negative regulation of triglyceride catabolic process	1
GO:0010987	negative regulation of high-density lipoprotein particle clearance	1
GO:0010988	regulation of low-density lipoprotein particle clearance	14
GO:0010989	negative regulation of low-density lipoprotein particle clearance	10
GO:1904753	negative regulation of vascular associated smooth muscle cell migration	18
GO:0014910	regulation of smooth muscle cell migration	51
GO:0014912	negative regulation of smooth muscle cell migration	27
GO:0099179	regulation of synaptic membrane adhesion	1
GO:1904752	regulation of vascular associated smooth muscle cell migration	33
GO:1904754	positive regulation of vascular associated smooth muscle cell migration	16
GO:0034113	heterotypic cell-cell adhesion	24
GO:0086042	cardiac muscle cell-cardiac muscle cell adhesion	6
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	6
GO:0086069	bundle of His cell to Purkinje myocyte communication	13
GO:0098911	regulation of ventricular cardiac muscle cell action potential	9
GO:0033280	response to vitamin D	9
GO:0007584	response to nutrient	27
GO:0033273	response to vitamin	14
GO:0006706	steroid catabolic process	18
GO:0042447	hormone catabolic process	8
GO:0006710	androgen catabolic process	4
GO:2000864	regulation of estradiol secretion	2
GO:2000866	positive regulation of estradiol secretion	2
GO:0001890	placenta development	12
GO:0060135	maternal process involved in female pregnancy	8
GO:0001893	maternal placenta development	6
GO:0046697	decidualization	6
GO:0007566	embryo implantation	10
GO:0033574	response to testosterone	4
GO:0071394	cellular response to testosterone stimulus	4
GO:0010982	regulation of high-density lipoprotein particle clearance	3
GO:0010983	positive regulation of high-density lipoprotein particle clearance	2
GO:0060041	retina development in camera-type eye	9
GO:0003407	neural retina development	3
GO:0060042	retina morphogenesis in camera-type eye	3
GO:0060219	camera-type eye photoreceptor cell differentiation	1
GO:0046530	photoreceptor cell differentiation	3
GO:0001754	eye photoreceptor cell differentiation	2
GO:1902957	negative regulation of mitochondrial electron transport, NADH to ubiquinone	2
GO:1905447	negative regulation of mitochondrial ATP synthesis coupled electron transport	2
GO:1905446	regulation of mitochondrial ATP synthesis coupled electron transport	4
GO:0070494	regulation of thrombin-activated receptor signaling pathway	3
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	3
GO:0001963	synaptic transmission, dopaminergic	2
GO:2000468	regulation of peroxidase activity	3
GO:1902956	regulation of mitochondrial electron transport, NADH to ubiquinone	5
GO:0010726	positive regulation of hydrogen peroxide metabolic process	4
GO:0035543	positive regulation of SNARE complex assembly	2
