go_id	go_name
GO:1901881	positive regulation of protein depolymerization
GO:1902019	regulation of cilium-dependent cell motility
GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
GO:1903203	regulation of oxidative stress-induced neuron death
GO:1903206	negative regulation of hydrogen peroxide-induced cell death
GO:1903524	positive regulation of blood circulation
GO:1903799	negative regulation of production of miRNAs involved in gene silencing by miRNA
GO:1903960	negative regulation of anion transmembrane transport
GO:1904847	regulation of cell chemotaxis to fibroblast growth factor
GO:1904948	midbrain dopaminergic neuron differentiation
GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell
GO:1905064	negative regulation of vascular associated smooth muscle cell differentiation
GO:1905144	response to acetylcholine
GO:1905245	regulation of aspartic-type peptidase activity
GO:2000010	positive regulation of protein localization to cell surface
GO:2000050	regulation of non-canonical Wnt signaling pathway
GO:2000291	regulation of myoblast proliferation
GO:0000050	urea cycle
GO:0000338	protein deneddylation
GO:0001522	pseudouridine synthesis
GO:0001649	osteoblast differentiation
GO:0001765	membrane raft assembly
GO:0001889	liver development
GO:0002091	negative regulation of receptor internalization
GO:0002200	somatic diversification of immune receptors
GO:0002710	negative regulation of T cell mediated immunity
GO:0003159	morphogenesis of an endothelium
GO:0003230	cardiac atrium development
GO:0006266	DNA ligation
GO:0006285	base-excision repair, AP site formation
GO:0006307	DNA dealkylation involved in DNA repair
GO:0006448	regulation of translational elongation
GO:0006563	L-serine metabolic process
GO:0006590	thyroid hormone generation
GO:0006662	glycerol ether metabolic process
GO:0006677	glycosylceramide metabolic process
GO:0006829	zinc ion transport
GO:0006882	cellular zinc ion homeostasis
GO:0006884	cell volume homeostasis
GO:0006895	Golgi to endosome transport
GO:0006991	response to sterol depletion
GO:0007019	microtubule depolymerization
GO:0007084	mitotic nuclear envelope reassembly
GO:0007158	neuron cell-cell adhesion
GO:0007250	activation of NF-kappaB-inducing kinase activity
GO:0007566	embryo implantation
GO:0007585	respiratory gaseous exchange by respiratory system
GO:0008211	glucocorticoid metabolic process
GO:0008299	isoprenoid biosynthetic process
GO:0009086	methionine biosynthetic process
GO:0009223	pyrimidine deoxyribonucleotide catabolic process
GO:0009313	oligosaccharide catabolic process
GO:0009812	flavonoid metabolic process
GO:0009880	embryonic pattern specification
GO:0010039	response to iron ion
GO:0010458	exit from mitosis
GO:0010544	negative regulation of platelet activation
GO:0010649	regulation of cell communication by electrical coupling
GO:0010669	epithelial structure maintenance
GO:0010738	regulation of protein kinase A signaling
GO:0010762	regulation of fibroblast migration
GO:0010820	positive regulation of T cell chemotaxis
GO:0010838	positive regulation of keratinocyte proliferation
GO:0010954	positive regulation of protein processing
GO:0010989	negative regulation of low-density lipoprotein particle clearance
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0015740	C4-dicarboxylate transport
GO:0015791	polyol transport
GO:0015893	drug transport
GO:0016056	rhodopsin mediated signaling pathway
GO:0016079	synaptic vesicle exocytosis
GO:0016202	regulation of striated muscle tissue development
GO:0016559	peroxisome fission
GO:0018230	peptidyl-L-cysteine S-palmitoylation
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0018242	protein O-linked glycosylation via serine
GO:0019042	viral latency
GO:0019370	leukotriene biosynthetic process
GO:0019373	epoxygenase P450 pathway
GO:0021954	central nervous system neuron development
GO:0022404	molting cycle process
GO:0022405	hair cycle process
GO:0030521	androgen receptor signaling pathway
GO:0031280	negative regulation of cyclase activity
GO:0032048	cardiolipin metabolic process
GO:0032070	regulation of deoxyribonuclease activity
GO:0032682	negative regulation of chemokine production
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production
GO:0032793	positive regulation of CREB transcription factor activity
GO:0032799	low-density lipoprotein receptor particle metabolic process
GO:0032802	low-density lipoprotein particle receptor catabolic process
GO:0032891	negative regulation of organic acid transport
GO:0033006	regulation of mast cell activation involved in immune response
GO:0033182	regulation of histone ubiquitination
GO:0033688	regulation of osteoblast proliferation
GO:0034374	low-density lipoprotein particle remodeling
GO:0034379	very-low-density lipoprotein particle assembly
GO:0034380	high-density lipoprotein particle assembly
GO:0034498	early endosome to Golgi transport
GO:0034643	establishment of mitochondrion localization, microtubule-mediated
GO:0035025	positive regulation of Rho protein signal transduction
GO:0035176	social behavior
GO:0035561	regulation of chromatin binding
GO:0035633	maintenance of blood-brain barrier
GO:0035871	protein K11-linked deubiquitination
GO:0035987	endodermal cell differentiation
GO:0038083	peptidyl-tyrosine autophosphorylation
GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
GO:0039694	viral RNA genome replication
GO:0042537	benzene-containing compound metabolic process
GO:0042574	retinal metabolic process
GO:0042738	exogenous drug catabolic process
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0042762	regulation of sulfur metabolic process
GO:0042987	amyloid precursor protein catabolic process
GO:0043304	regulation of mast cell degranulation
GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043555	regulation of translation in response to stress
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway
GO:0044241	lipid digestion
GO:0044793	negative regulation by host of viral process
GO:0044872	lipoprotein localization
GO:0045006	DNA deamination
GO:0045019	negative regulation of nitric oxide biosynthetic process
GO:0045056	transcytosis
GO:0045058	T cell selection
GO:0045198	establishment of epithelial cell apical/basal polarity
GO:0045445	myoblast differentiation
GO:0045603	positive regulation of endothelial cell differentiation
GO:0045662	negative regulation of myoblast differentiation
GO:0045672	positive regulation of osteoclast differentiation
GO:0045717	negative regulation of fatty acid biosynthetic process
GO:0045725	positive regulation of glycogen biosynthetic process
GO:0045730	respiratory burst
GO:0045879	negative regulation of smoothened signaling pathway
GO:0045945	positive regulation of transcription by RNA polymerase III
GO:0045980	negative regulation of nucleotide metabolic process
GO:0046479	glycosphingolipid catabolic process
GO:0046485	ether lipid metabolic process
GO:0046520	sphingoid biosynthetic process
GO:0046637	regulation of alpha-beta T cell differentiation
GO:0046660	female sex differentiation
GO:0046676	negative regulation of insulin secretion
GO:0046950	cellular ketone body metabolic process
GO:0047497	mitochondrion transport along microtubule
GO:0048012	hepatocyte growth factor receptor signaling pathway
GO:0048025	negative regulation of mRNA splicing, via spliceosome
GO:0048268	clathrin coat assembly
GO:0048593	camera-type eye morphogenesis
GO:0048675	axon extension
GO:0048704	embryonic skeletal system morphogenesis
GO:0050433	regulation of catecholamine secretion
GO:0050746	regulation of lipoprotein metabolic process
GO:0050849	negative regulation of calcium-mediated signaling
GO:0050869	negative regulation of B cell activation
GO:0050908	detection of light stimulus involved in visual perception
GO:0050919	negative chemotaxis
GO:0050962	detection of light stimulus involved in sensory perception
GO:0051152	positive regulation of smooth muscle cell differentiation
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol
GO:0051292	nuclear pore complex assembly
GO:0051383	kinetochore organization
GO:0051580	regulation of neurotransmitter uptake
GO:0051703	intraspecies interaction between organisms
GO:0051709	regulation of killing of cells of other organism
GO:0051974	negative regulation of telomerase activity
GO:0055075	potassium ion homeostasis
GO:0060192	negative regulation of lipase activity
GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0060251	regulation of glial cell proliferation
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity
GO:0060354	negative regulation of cell adhesion molecule production
GO:0060547	negative regulation of necrotic cell death
GO:0061036	positive regulation of cartilage development
GO:0061154	endothelial tube morphogenesis
GO:0070050	neuron cellular homeostasis
GO:0070168	negative regulation of biomineral tissue development
GO:0070486	leukocyte aggregation
GO:0070528	protein kinase C signaling
GO:0070862	negative regulation of protein exit from endoplasmic reticulum
GO:0070914	UV-damage excision repair
GO:0071637	regulation of monocyte chemotactic protein-1 production
GO:0072321	chaperone-mediated protein transport
GO:0075522	IRES-dependent viral translational initiation
GO:0086064	cell communication by electrical coupling involved in cardiac conduction
GO:0090085	regulation of protein deubiquitination
GO:0090136	epithelial cell-cell adhesion
GO:0090557	establishment of endothelial intestinal barrier
GO:0095500	acetylcholine receptor signaling pathway
GO:0097267	omega-hydroxylase P450 pathway
GO:0098930	axonal transport
GO:0101024	mitotic nuclear membrane organization
GO:0110150	negative regulation of biomineralization
GO:0140029	exocytic process
GO:1900044	regulation of protein K63-linked ubiquitination
GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response
GO:1901201	regulation of extracellular matrix assembly
GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:1901861	regulation of muscle tissue development
GO:1902018	negative regulation of cilium assembly
GO:1902224	ketone body metabolic process
GO:1902259	regulation of delayed rectifier potassium channel activity
GO:1902307	positive regulation of sodium ion transmembrane transport
GO:1902430	negative regulation of amyloid-beta formation
GO:1902473	regulation of protein localization to synapse
GO:1902894	negative regulation of pri-miRNA transcription by RNA polymerase II
GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA
GO:1903817	negative regulation of voltage-gated potassium channel activity
