gene	chromosome	map_location
645054	2	2p25.1
645065	3	3p24.2
645084	10	10q21.3
645086	14	14q21.2
645094	15	15q15.2
645108	4	4p15.32
645120	10	10p12.31
645126	1	1q21.1
645129	2	2q13
645135	2	2q13
645136	X	Xp11.21
645139	17	17p11.2
645145	4	4q25
645157	6	6p22.3
645160	11	11q23.3
645161	10	10q21.3
645163	17	17q22
645173	17	17q22
645174	4	4p15.31
645175	6	6q23.3
645177	12	12p12.1
645180	3	3q13.31
645181	5	5q14.3
645201	1	1q42.13
645203	10	10q21.3
645204	15	15q15.3
645207	3	3q13.31
645220	10	10p12.31
645224	6	6p22.3
645233	12	12p12.1
645251	X	Xq11.1
645256	18	18p11.31
645257	6	6q23.3
645261	5	5q14.3
645264	4	4q25
645266	9	9q32
645269	10	10q22.1
645272	7	7q36.3
645280	22	22q11.21
645292	15	15q23
645296	15	15q23
645297	11	11p15.1
645299	16	16q22.1
645311	1	1p32.3
645312	11	11p15.1
645313	17	17p11.2
645314	2	2q32.3
645317	1	1p36.21
645318	10	10q25.1
645319	11	11p15.1
645321	18	18q23
645324	7	7q11.23
645326	3	3p22.3
645328	12	12q15
645345	9	9q21.31
645348	22	22q11.21
645354	1	1p36.21
645357	7	7p22.3
645360	10	10q25.2
645367	2	2p11.2
645368	4	4q26
645373	7	7q36.3
645381	X	Xq12
645387	18	18p11.31
645388	X	Xq12
645397	11	11p15.1
645398	5	5q35.2
645405	15	15q21.1
645412	19	19q13.32
645415	11	11p15.1
645422	12	12q15
645423	18	18p11.31
645431	14	14q23.3
645433	4	4p15.2
645436	1	1p32.3
645440	6	6q24.1
645441	1	1p31.1
645443	16	16q22.2
645452	6	6p22.2
645453	15	15q21.2
645468	6	6q27
645474	11	11q13.4
645481	4	4p15.2
645482	9	9q33.2
645486	15	15q21.2
645506	1	1p32.3
645529	2	2q14.1
645538	1	1p32.3
645544	11	11q13.4
645545	17	17q22
645548	3	3p22.2
645558	8	8p23.1
645560	14	14q22.2
645571	3	3p22.2
645572	8	8p23.1
645573	18	18p11.22
645579	7	7q22.2
645587	10	10p12.1
645598	11	11p14.3
645619	12	12p11.21
645630	15	15q21.2
645641	4	4p15.1
645646	10	10q22.2
645651	8	8p23.1
645652	1	1p36.13
645654	12	12q21.1
645656	16	16q22.3
645668	17	17q11.1
645680	7	7q21.13
645686	13	13q12.11
645688	17	17q23.2
645691	2	2q33.1
645693	15	15q21.3
645694	2	2q14.1
645713	16	16q23.1
645715	3	3p22.1
645740	17	17q11.2
645744	17	17q12
645749	6	6q24.3
645754	17	17q11.2
645763	5	5p15.2
645771	13	13q12.11
645773	4	4q28.1
645798	14	14q22.3
645805	2	2q33.1
645807	3	3p22.1
645808	8	8p23.1
645809	8	8q24.22
645834	2	2q33.2
645841	4	4q28.1
645846	11	11p14.1
64585	1	1q31
645852	3	3q21.3
645853	5	5q35.3
645857	9	9q33.3
645859	18	18p11.22
645862	7	7q21.2
645877	15	15q21.3
645879	8	8p23.1
645899	2	2q37.1
645900	1	1q21.3
645916	1	1q43
645918	15	15q21.3
645927	6	6p22.1
64593	Y	Yp11.2
645930	9	9p24.1
645931	1	1p22.2
645937	9	9q22.1
645938	X	Xq13.1
645939	1	1q43
645940	10	10p11.23
645950	6	6p22.1
645957	16	16q23.1
645958	6	6q25.1
64596	Y	Yq11.221
645960	8	8p23.1
645962	1	1q43
645965	1	1q21.3
645967	6	6q25.1
645968	7	7q21.3
645969	9	9p24.1
645973	7	7q21.3
645978	2	2q33.3
645979	7	7q31.32
645980	1	1q43
645993	17	17q23.3
645996	X	Xq13.2
645998	1	1q43
646012	5	5p15.1
646013	17	17q11.2
646016	X	Xq13.2
646029	11	11q14.1
646030	17	17q11.2
646044	18	18p11.21
646049	2	2p23.3
646050	2	2p25.1
646052	15	15q11.1
646058	5	5q35.3
646065	18	18p11.21
646066	5	5p15.1
646070	6	6p25.3
646071	15	15q11.1
646077	11	11p13
646080	X	Xq13.2
646083	9	9q22.2
646085	3	3q26.1
646086	17	17q11.2
646087	9	9p23
646090	15	15q11.1
646093	5	5q35.3
646103	5	5p15.1
646104	6	6q25.1
646108	X	Xq13.2
646112	11	11q14.1
646114	9	9p23
646119	10	10q26.11
646120	11	11p13
646140	16	16p13.3
646161	7	7p21.2
646164	13	13q12.12
646168	3	3q26.1-q26.2
646171	18	18p11.21
646175	17	17q24.2
646177	15	15q11.2
646189	19	19p13.2
646192	6	6p22.1
646193	X	Xq13.3
646195	11	11q14.1
646196	2	2p23.3
646197	8	8q21.11
646202	17	17q12
646203	18	18p11.21
646208	13	13q12.12
646213	10	10p11.21
646216	22	22q12.1
646218	10	10p11.21
646227	5	5q35.3
646231	Y	Yp11.2
646233	2	2q34
646243	15	15q11.2
646249	2	2q34
646255	10	10q26.12
646260	6	6p22.1
646269	6	6q25.2
646270	1	1q23.1
646273	5	5p14.3
646274	6	6q25.2
646294	6	6p21.1
6463	X	Xq26
646300	3	3q22.1
646309	10	10p11.21
646316	4	4q28.3
646330	1	1p36.11
646346	X	Xp21.3
646347	1	1q23.3
646348	10	10p11.21
646358	15	15q22.31
646359	18	18p11.21
646360	10	10p11.21
646362	14	14q23.3
646366	6	6p22.1
646370	15	15q11.2
646377	1	1q23.1
646378	11	11q24.3
646379	15	15q11.2
646382	19	19q13.41
646383	11	11q24.3
646388	11	11p12
646390	13	13q12.12
646392	3	3q22.1
646396	15	15q11.2
646405	13	13q12.13
646408	22	22q12.1
646409	7	7q22.1
646417	1	1p31.1
646430	1	1q23.2
646433	8	8p22
64644	5	5q13-q22
646440	8	8p22
646442	18	18p11.21
646446	1	1q23.2
646463	8	8q21.13
646467	22	22q12.2
646471	1	1p36.11
646476	7	7q22.1
646479	8	8p22
646483	7	7q33
646489	2	2p23.1
6465	X	Xq11.2
646505	9	9p22.1
646506	X	Xp21.1
646507	15	15q11.2
646517	6	6p12.3
646520	6	6p22.1
646526	1	1p31.1
646527	13	13q12.13
646531	7	7q22.3
646532	2	2q35
646538	1	1p31.1
646548	14	14q24.2
646555	1	1p31.1
646557	19	19q13.42
646566	19	19q13.42
646572	1	1p36.11
646575	19	19p13.12
646577	X	Xp21.1
646581	9	9p21.3
646583	18	18q11.2
646592	3	3p21.2
646595	18	18q11.2
646597	1	1p35.3
6466	17	17q21.31
646600	3	3q27.2
646609	9	9p21.3
646612	3	3q22.3
646614	7	7q31.1
646616	5	5p13.3
646619	3	3q22.3
646620	7	7q31.1
646624	1	1p35.3
646626	1	1p22.3
646629	18	18q11.2
646630	13	13q12.2
646639	5	5p13.3
646640	2	2p22.1
646641	3	3q23
646644	2	2q36.1
646660	11	11p11.2
646663	19	19q13.42
646665	15	15q24.1
646666	19	19p13.11
646672	16	16p13.11
646674	2	2q21.1
646685	3	3q23
646688	1	1q24.1
646693	1	1q24.1
646696	2	2q36.1
646700	9	9p21.1
646701	14	14q24.3
646702	6	6p21.32
646708	8	8p21.3
646709	19	19q13.43
646710	2	2q21.1
646719	5	5p13.2
646721	8	8p21.2
646723	5	5p13.2
646730	3	3q23
646736	2	2q36.3
646737	4	4q31.3
646743	2	2q21.1
646745	7	7p14.3
646753	9	9p21.1
646755	13	13q12.3
646758	13	13q12.3
646759	11	11p11.12
646766	6	6p21.31
646770	11	11p11.12
646780	1	1p22.2
646784	1	1p22.2
646785	6	6p21.31
646787	7	7q31.32
646791	15	15q24.2
646794	2	2q36.3
646797	11	11p11.12
646801	11	11p11.12
646804	1	1q24.3
646808	9	9p21.1
646813	11	11p11.12
646819	6	6p21.31
646820	19	19q13.43
646828	16	16p12.2
646837	7	7q31.33
646839	2	2q37.1
646849	3	3q24
646853	15	15q24.3
646870	1	1q25.1
646873	7	7q31.33
646875	6	6p21.2
646877	13	13q13.3
646879	13	13q13.3
646884	13	13q13.3
646890	4	4q32.1
646891	1	1q25.1
646898	18	18q12.2
646903	3	3q25.1
646909	8	8p12
646910	13	13q13.3
646912	22	22q13.1
646913	7	7p14.2
646927	22	22q13.2
646929	13	13q13.3
646934	15	15q25.1
646936	2	2p16.3
646942	7	7p14.1
646949	6	6p21.2
64695	4	4p16-p15.2
646954	4	4q32.3
646956	15	15q25.1
646966	4	4q32.3
646970	1	1p21.2
646981	1	1q25.2
646985	15	15q25.1
646993	9	9p13.2
646995	4	4q32.3
646996	14	14q32.11
646999	7	7p14.1
647000	13	13q14.11
647001	16	16p12.1
647002	2	2q22.1
647009	7	7p14.1
647012	2	2q22.1
647013	9	9p13.2
647015	16	16p12.1
647016	2	2p16.1
647030	7	7q32.3
647034	7	7q32.3
647047	7	7p14.1
647051	9	9p13.1
647070	1	1q25.3
647076	3	3q25.33
647077	2	2p15
647081	7	7q33
647085	13	13q14.13
647086	16	16p11.2
647094	18	18q21.1
647099	3	3q26.1
6471	1	1p34.1
647102	7	7p13
647112	2	2p15
647121	1	1p11.2
647123	7	7q34
647132	1	1q31.1
647144	16	16p11.2
647145	7	7p12.3
647150	1	1q31.2
647155	6	6p12.3
647156	16	16p11.2
647158	3	3q26.2
647162	2	2p14
647167	1	1q31.3
647169	6	6p12.2
64717	16	16p13.3
647175	6	6p12.2
647177	6	6p12.2
647187	16	16p11.2
647195	1	1q31.3
647201	1	1q32.1
647208	16	16p11.2
647211	16	16p11.2
647215	1	1q32.1
647236	2	2p13.3
647249	3	3q26.33
64725	16	16p13.3
647253	3	3q26.33
64726	16	16p13.3
647265	3	3q27.1
647275	2	2p12
647276	3	3q27.2
647285	3	3q27.3
647298	13	13q31.1
647299	3	3q28
64730	16	16p13.3
647302	2	2p11.2
647307	2	2p11.2
647317	13	13q31.1
647319	3	3q29
647415	7	7p22.1
647436	15	15q11.2
647476	20	20q11.1
647481	1	1q21.2
647503	12	12q24.33
647507	9	9p11.1
647532	10	10q23.1
647569	1	1q21.1
647654	20	20q11.21
647696	2	2q21.2
647859	5	5q13.2
647996	2	2q21.2
648000	5	5q13.3
648217	19	19q13.41
648262	1	1q42.13
648283	X	Xq21.1
648294	9	9p24.1
648315	11	11q12.1
648343	2	2q33.3
648359	1	1q41
648442	7	7q31.31
64851	10	10q
648532	18	18q12.2
648630	8	8q24.3
648691	22	22q11.22
648729	8	8p12
648774	16	16q24.1
648809	15	15q25.2
648822	1	1q22
648927	X	Xq21.33
648934	6	6q14.1
648947	10	10p15.1
648980	22	22q11.21
649024	3	3q13.12
649166	9	9q21.33
649186	19	19q13.43
649264	22	22q11.23
649288	4	4q31.3
649299	19	19p12
649324	1	1p36.21
64939	9	9p21.3
649458	1	1q23.2
649489	2	2q12.3
649620	14	14p11.2
649873	17	17p12
649925	11	11q23.3
650024	X	Xq26.3
650059	9	9q22.31
65014	6	6q12-q16
650172	7	7q34
650181	X	Xq11.2
650226	7	7p11.2
650236	1	1p36.21
650293	4	4p16.1
650474	16	16p13.3
650560	4	4q24
650623	10	10q22.3
650669	13	13q34
650747	8	8q21.13
65077	17	17p12
650788	17	17p11.2
650794	13	13q12.11
650808	14	14q11.2
650866	5	5q32
650901	1	1p34.2
650983	Y	Yq11.21
651053	15	15q22.2
651144	10	10q26.12
651249	13	13q12.13
651250	17	17q24.2
651258	22	22q13.2
651337	9	9q34.3
651430	4	4q35.1
651452	20	20p11.21
651600	19	19q13.2
651628	3	3p22.1
651644	4	4p14
651714	3	3q29
651815	5	5q35.1
652170	13	13q14.13
652411	6	6p12.1
652423	6	6p12.1
65245	1	1p
652489	7	7p11.2
652549	1	1p31.1
652608	X	Xp22.33 and Yp11.2
652624	7	7q22.1
652670	3	3p12.3
652873	2	2q11.2
652904	X	Xp21.2
652959	2	2p16.1
652960	6	6p25.1
652961	X	Xq11.1
652963	8	8q13.3
652964	8	8p21.3
652969	19	19q13.33
652974	14	14q23.1
652975	14	14q22.3
652978	14	14q21.1
652980	14	14q23.2
652983	9	9p13.3
652985	14	14q22.3
653017	17	17p11.2
653042	8	8q21.2
653045	10	10q11.22
653079	12	12q21.2
653080	5	5q13.2
653108	21	21q11.2
653113	12	12p13.31
653115	3	3p12.3
653122	8	8p12
653123	9	9q12
653147	11	11p15.5
653155	X	Xq23
653156	4	4q28.1
653163	9	9q34.2
653174	Y	Yp11.2
653175	7	7p12.1
653189	2	2q24.2
653194	6	6q13
653199	7	7q35
653203	22	22q11.21
653214	21	21q21.1
653226	10	10q23.32
653232	6	6p24.1
653234	10	10q11.22
653236	3	3p12.3
653259	10	10q11.22
653288	Y	Yp11.2
653303	11	11q23.3
653314	5	5q35.3
653316	5	5q35.3
653354	X	Xq22.1
653363	X	Xq28
653364	X	Xp11.23
653381	15	15q21.1
653390	16	16p11.2
653406	5	5q13.2
653435	7	7q11.21
653436	9	9p11.1
653440	X	Xq28 and Yq12
653441	12	12q13.2
653447	2	2q32.2
653453	9	9p11.1
653458	9	9q13
653503	11	11p15.4
653510	9	9q21.11
653513	1	1q21.2
653553	9	9q21.13
653557	16	16p11.2
653566	1	1p35.3
653579	19	19q13.31
653588	X	Xq11.1
653590	22	22q11.21
653631	1	1p31.1
653639	6	6p21.32
653650	16	16p13.3
653653	17	17q23.1
653658	X	Xq13.1
653665	10	10p12.1
653691	7	7q35
653698	11	11p11.12
653702	1	1p21.3
653707	X	Xp22.11
653737	16	16p13.2
653753	19	19q13.42
653758	19	19q13.42
653773	2	2q36.1
653789	1	1q44
653794	4	4q32.3
653805	1	1q32.1
653895	10	10q11.23
653924	2	2q11.2
654029	7	7q32.1
654170	17	17q11.1
654337	13	13q11
654338	21	21q11.2
654340	3	3p13
654350	15	15q22.31
654365	12	12p13.32
654369	14	14q23.1
654370	14	14q13.2
654371	14	14q23.1
654376	21	21q21.3
654381	15	15q26.3
654382	3	3p14.3
654383	15	15q24.2
654385	15	15q22.31
654386	15	15q26.2
654387	15	15q26.1
654388	15	15q14
654390	15	15q11.2
654391	17	17q25.3
654392	17	17q21.1
654427	12	12q24.12
654480	X	Xp11.4
654484	12	12p13.31
654485	17	17q23.3
654486	15	15q22.31
654499	15	15q11.2
654500	15	15q26.1
654503	2	2q35
654505	15	15q15.1
654506	10	10p13
654780	16	16q24.1
654783	9	9p21.3
654813	X	Xq21.1
654841	2	2q36.3
6551	10	10q11.23
65944	6	6p22.1
66	8	8q21.2
66001	8	8q24
6644	4	4q12
664611	14	14q11.2
664618	15	15q21.3
664721	X	Xq22.1
664722	X	Xq22.1
664728	7	7q22.3-q31.1
664780	2	2q37.1
6661	8	8q21.3
67	15	15q15.3
6702	1	1q21.3
6739	18	18q12.3
6761	11	11p14.3-p12
6762	11	11q13-q23
6765	6	6q25-q27
6771	13	13q21.32
677662	X	Xq21-q25
677663	4	4q31-q34
677762	3	3q25.1
677764	X	Xq23-q25
677790	1	1q42.13
677880	12	12p12.1
677883	X	Xp11.3
678656	6	6p21.2
68	6	6q15
6803	Y	Yq11.221
6824	6	6p22.1
6825	7	7q36.1
6889	1	1p32.3
6893	4	4p13-q11
6896	8	8q22.3
69	18	18q21.33
690	13	13q22.3
6918	9	9q22.33
692090	12	12q13.3
692146	21	21q22.2
692147	15	15q26.1
692159	12	12q13.13
692195	1	1q25.1
6922	7	7q11.21
692219	20	20q13.2-q13.32
692220	12	12p13.2-p11.23
692222	22	22q12.1-q13.1
692231	22	22q11.21
692236	15	15q11.2
692246	22	22q13.2
692247	11	11p15.5
693	8	8q11.23
6946	2	2q34
6952	5	5p13.1
6955	14	14q11.2
6956	14	14q11.2
6957	7	7q34
6958	9	9p13.3
6959	9	9p13.3
6960	9	9p13.3
6961	9	9p13.3
6962	9	9p13.3
6964	14	14q11.2
6965	7	7p14.1
6966	7	7p14.1
6967	7	7p14.1
6968	7	7p14.1
6969	7	7p14.1
6970	7	7p14.1
6971	7	7p14.1
6972	7	7p14.1
6973	7	7p14.1
6974	7	7p14.1
6976	7	7p14.1
6977	7	7p14.1
6978	7	7p14.1
6979	7	7p14.1
698	10	10p11.23
6980	7	7p14.1
6981	7	7p14.1
6982	7	7p14.1
6983	7	7p14.1
6984	7	7p14.1
6985	7	7p14.1
6986	7	7p14.1
6987	7	7p14.1
700	8	8q24
7002	9	9p23
7085	X	Xq28
711	3	3p14.3
7115	1	1p34.2
7116	2	2p25.3
7117	4	4q22.1
7118	9	9q34.11
7119	11	11q12.3
7120	20	20q13.13
7121	X	Xq23
7151	1	1q24.3
7152	22	22q11.23
7154	6	6p22.1
7183	17	17q12
7192	1	1q23.3
7193	1	1p36.13
7196	17	17p13.1
7197	19	19p13.3
7198	16	16q22.1
7202	6	6p22.1
7206	17	17p13.1
7207	14	14q11.2
7208	17	17p13.1
7209	6	6p22.1
7210	6	6p22.2
7211	6	6p22.1
7212	6	6p22.1
7214	1	1q21.1
7217	14	14q11.2
7218	14	14q11.2
7219	5	5q35.3
7228	17	17p13.1
7229	17	17q21.32
7230	17	17p13.1
7231	6	6p22.2
7232	6	6p22.2
7233	17	17q24.2
7234	19	19q13.2-q13.3
7235	22	22q11
7236	5	5q35.3
7237	14	14q11.2
723788	1	1p22.1
7238	17	17q24.1
723809	7	7q22.2-q22.3
7239	5	5q35.3
724	1	1q32.2
7240	5	5q35.3
724034	13	13q12.12
724038	18	18q23
724058	5	5p15.2-p14.3
724059	8	8p21.3
724060	1	1p32.3
724065	10	10q25.2
724066	13	13q21
724067	8	8p23.1
724084	1	1q42.11
724085	12	12q24.13
724087	X	Xp11.3
724094	9	9p11.2
7241	5	5q35.3
724101	18	18q21.2
724104	6	6p12.2
724105	5	5q35.2
724107	14	14q12-q21
7246	11	11p11.2
7254	1	1q
727681	X	Xq13.2
727682	X	Xp21.2
727686	X	Xq27.1
727701	21	21q22.3
727703	19	19q13.32
727704	19	19q13.32
727709	4	4q27
727713	2	2q22.3
727736	17	17q24.2
727747	2	2q13
727751	15	15q25.2
727768	Y	Yq11.21
727789	12	12q21.2
727792	4	4p15.1
727795	15	15q13.1
727803	12	12q21.2
727805	6	6p11.2
727810	3	3p26.3
727821	4	4p14
727826	12	12q24.33
727828	11	11q14.3
727831	1	1q32.1
727833	16	16p13.2
727835	4	4q32.3
727838	X	Xq24
727842	6	6p11.2
727856	X	Xq28 and Yq12
727859	1	1q32.2
727865	19	19q12
727874	X	Xq21.1
727879	10	10q22.3
727884	12	12q12
727896	18	18p11.31
727914	15	15q11.2
727919	2	2p24.1
727924	15	15q11.2
727930	5	5q11.2
727941	1	1p13.3
727947	5	5q33.3
727951	4	4p16.3
727964	16	16p11.1
727969	Y	Yp11.2
727970	12	12p13.31
727978	3	3q29
727980	14	14q11.2
727984	5	5q11.2
727987	21	21q11.2
727991	13	13q12.11
727997	4	4q13.1
728002	12	12p13.31
728005	10	10q11.22
728010	6	6q21
728015	4	4p16.2
728019	4	4q13.3
728022	10	10q26.3
728023	13	13q32.3
728034	2	2q11.1
728039	21	21q22.3
728045	4	4q13.3
728048	4	4q13.2
728056	20	20q13.33
728064	10	10q11.21
728066	2	2q24.1
728088	13	13q32.3
728097	11	11q12.1
728098	6	6q16.3
728106	6	6q21
728111	18	18q21.32
728115	18	18q21.32
728121	15	15q25.3
728126	3	3q29
728128	4	4q21.22
728131	4	4q21.22
728132	Y	Yp11.2
728134	1	1q32.3
728138	16	16p13.11
728139	22	22q11.21
728143	3	3p25.3
728157	Y	Yq11.21
728158	10	10q26.2
728162	11	11q21
728167	5	5q12.1
728169	Y	Yq11.21
728170	12	12q22
728179	6	6p24.3
728195	9	9p11.1
728196	11	11q23.1
728202	17	17q25.1
728207	17	17q21.2
728231	2	2q11.1
728234	9	9p22.3
728244	17	17p13.2
728248	15	15q13.1
728262	3	3q29
728263	4	4p16.3
728300	22	22q11.21
728307	X	Xq28
728311	7	7q35
728315	4	4q12
728317	X	Xq28
728324	5	5q13.2
728325	11	11p15.4
728327	10	10q26.3
728333	4	4q22.1
728342	5	5q23.1
728344	6	6p25.2
728350	2	2q31.1
728365	4	4q35.1
728366	5	5q22.1
728374	10	10q11.21
728376	7	7p11.2
728377	7	7q35
728380	6	6p22.3
728381	8	8q23.1
728388	15	15q13.2
728402	6	6q22.1
728407	10	10q11.22
728409	21	21q22.11
728416	7	7p11.2
728417	1	1q41
728418	22	22q11.21
728424	15	15q13.2
728428	1	1p13.2
728430	8	8p23.1
728432	3	3p11.1
728433	9	9q13
728434	20	20p12.2
728447	X	Xq28
728452	5	5q13.2
728453	7	7q11.22
728467	12	12q23.1
728468	22	22q11.21
728470	X	Xq26.3
728477	15	15q26.1
728481	1	1p36.33
728484	10	10q11.22
728486	17	17p13.1
728488	5	5q13.2
728493	X	Xq22.2
728499	5	5q13.2
728501	7	7p21.1
728505	3	3q11.2
728506	5	5q13.2
728509	10	10q11.21
728513	X	Xq28
728517	1	1p36.33
728519	5	5q13.2
728523	5	5p13.3
728524	7	7q11.23
728526	5	5q13.2
728532	10	10q11.23
728533	19	19q13.12
728535	5	5q13.2
728538	18	18q11.2
728540	5	5q13.2
728549	5	5q13.2
728553	5	5p13.3
728556	21	21q22.12
728562	6	6q21
728564	4	4p16.1
728567	6	6q22.31
728572	3	3p24.2
728575	5	5q13.2
728576	4	4p12
728587	8	8q11.1
728589	1	1p13.1
728590	6	6q21
728599	18	18q11.2
728602	1	1p34.2
728609	5	5p15.33
728611	9	9q13
728613	5	5p15.33
728614	6	6q22.1
728615	1	1q41
728620	5	5q13.2
728622	12	12p12.3
728629	4	4p11
728632	16	16p12.1
728633	1	1p34.2
728638	8	8q12.3
728640	10	10q21.1
728641	11	11q12.1
728657	10	10q11.22
728660	X	Xq27.1
728664	2	2q31.2
728666	6	6q22.32
728667	14	14q11.2
728673	9	9q13
728675	17	17q21.31
728688	12	12p12.2
728693	12	12q24.22
728698	12	12q13.13
728700	4	4p16.1
728706	3	3p22.3
728710	4	4q23
728723	5	5q13.3
728729	15	15q25.2
728732	11	11p15.4
728737	10	10q21.3
728739	12	12q23.3
728743	7	7q36.1
728746	8	8p23.1
728748	X	Xq13.2
728753	8	8p23.1
728770	15	15q14
728774	8	8q13.2
728776	X	Xq28
728782	X	Xq13.3
728788	9	9q13
728791	3	3q13.31
728807	4	4q13.2
728811	4	4q13.2
728815	2	2q12.1
728820	5	5q14.1
728823	17	17p13.1
728825	X	Xq23
728843	5	5q34
728851	2	2q11.2
728853	19	19q13.13
728873	3	3q13.31
728877	9	9q13
728887	1	1p34.1
728913	13	13q14.13
728917	1	1q21.2
728920	1	1q21.2
728921	5	5q31.3
728931	5	5p12
728933	10	10q26.3
728937	4	4q26
728938	8	8p23.1
728947	7	7q11.21
728953	14	14q13.1
728962	X	Xq26.3
728970	13	13q14.13
728971	2	2p16.3
728975	11	11q13.1
728979	5	5q14.3
728990	10	10q11.23
728992	3	3q13.33
728996	12	12p12.3
729004	17	17p12
729009	2	2q31.3
729012	9	9q33.2
729023	10	10q11.23
729032	3	3p22.1
729042	14	14q13.3
729046	10	10q22.1
729050	2	2q31.3
729056	21	21q22.2
729057	22	22q11.1
729073	15	15q15.1
729075	4	4q25
729079	1	1q43
729080	5	5q31.3
729086	1	1q21.1
729097	12	12p13.33
729101	11	11q13.1
729102	3	3p22.1
729119	19	19p13.3
729123	5	5q31.3
729126	7	7q11.21
729131	11	11q23.3
729138	1	1q43
729141	2	2q32.1
729146	17	17q21.32
729148	X	Xp11.3
729150	3	3q21.2
729159	16	16q21
729162	X	Xp22.33
729163	13	13q14.3
729171	2	2q11.1
729182	1	1q21.1
729188	X	Xp22.11
729196	11	11q13.2
729198	1	1p32.3
729200	6	6q25.1
729203	2	2p15
729208	15	15q22.1
729209	2	2p15
729211	3	3p22.3
729212	22	22q12.2
729215	14	14q21.3
729217	16	16q21
729236	1	1p32.3
729241	15	15q22.2
729248	2	2q13
729249	4	4q26
729254	2	2q32.3
729257	1	1q42.2
729258	12	12q14.2
729259	17	17p11.2
729274	19	19p13.2
729277	6	6q27
729279	19	19p13.2
729291	12	12p11.22
729293	6	6q24.1
729298	12	12q14.3
729299	7	7q11.23
729301	1	1p36.11
729305	11	11q25
729308	10	10p12.31
729310	17	17p11.2
729313	16	16q23.2
729316	15	15q21.1
729317	2	2p14
729321	17	17p11.2
729323	17	17p11.2
729327	20	20p11.21
729332	2	2q33.3
729334	17	17p11.2
729338	4	4q27
729340	10	10q26.11
729342	2	2q33.1
729344	15	15q21.1
729347	11	11p15.2
729348	2	2p14
729349	3	3p21.31
729356	1	1p36.21
729362	11	11p15.1
729366	2	2q33.3
729374	1	1q21.3
729375	3	3q22.1
729389	19	19p13.13
729391	18	18p11.23
729392	6	6p22.2
729399	2	2q33.1
729402	10	10q26.12
729403	15	15q22.31
729406	2	2q33.3
729409	12	12q15
729412	X	Xp22.2
729416	5	5q33.1
729423	1	1p32.2
729435	12	12q14.2
729449	19	19p13.3
729450	22	22q11.21
729451	14	14q22.2
729453	7	7q11.23
729454	3	3p22.2
729461	22	22q11.21
729468	2	2q13
729480	16	16p13.3
729484	12	12q14.3
729486	16	16p13.3
729490	17	17p11.2
729493	19	19q13.32
729494	11	11q21
729495	22	22q11.21
729496	6	6q25.1
729497	4	4q31.21
729500	1	1p36.21
729501	13	13q11
729505	3	3p22.1
729524	13	13q11
729530	15	15q21.3
729532	2	2q33.2
729535	13	13q11
729536	17	17q11.1
729557	20	20q11.22
729558	4	4q31.3
729561	11	11q24.2
729564	16	16p11.1
729565	17	17q23.1
729566	4	4q31.3
729568	22	22q11.21
729583	6	6p22.1
729595	5	5q35.3
729602	18	18p11.21
729608	20	20q11.22
729609	X	Xp22.12
729610	12	12q15
729611	15	15q23
729617	17	17q23.2
729621	17	17q23.2
729630	7	7q21.11
729635	6	6q25.2
729646	14	14q23.1
729650	X	Xp22.11
729654	19	19p13.12
729658	6	6q26
729659	7	7q22.1
729662	1	1p36.13
729666	10	10q26.11
729667	17	17q23.2
729668	10	10p11.23
729673	3	3p21.31
729674	3	3q22.1
729677	3	3q22.1
729679	19	19p13.11
729681	6	6q27
729682	17	17q11.2
729683	17	17q23.3
729686	15	15q24.1
729687	3	3q23
729707	5	5q35.3
729708	1	1p31.1
729727	6	6p21.32
729732	8	8p23.1
729760	2	2p11.2
729764	5	5q35.3
729769	2	2p23.3
729774	18	18p11.21
729779	1	1p31.1
729780	1	1q23.1
729789	3	3p14.3
729790	11	11q14.1
729798	11	11p11.2
729806	1	1q44
729809	15	15q24.2
729815	10	10q22.3
729816	6	6p21.33
729817	1	1p31.1
729828	1	1p31.1
729835	17	17q12
729838	22	22q11.23
729839	17	17q12
729842	17	17q12
729856	1	1p36.11
729859	2	2p11.2
729870	4	4q31.3
729885	19	19q13.42
729894	15	15q11.2
729898	2	2q37.1
729900	15	15q11.2
729903	19	19p12
729909	7	7p21.2
729927	11	11q14.1
729941	14	14q24.2
729944	11	11q14.1
729945	16	16p13.13
729948	7	7q32.1
729952	1	1q23.3
729955	1	1p36.11
729960	11	11p11.12
729962	3	3q24
729968	2	2q36.3
729973	1	1p35.3
729975	19	19q13.41
729992	2	2p24.3
729998	7	7q33
729999	19	19q13.43
73	3	3q23
7300	11	11p11.12
730010	1	1p21.2
730016	1	1q24.2
730021	3	3q25.1
730023	3	3q26.2
730029	1	1p21.2
730041	2	2q21.1
730043	2	2p21
730052	3	3q26.31
730058	15	15q24.2
730061	19	19p12
730066	19	19q13.42
730069	2	2q37.1
730070	1	1q25.1
730076	2	2q21.2
730086	3	3q25.31
730092	16	16p12.2
730110	9	9p13.3
730129	3	3q26.1
730138	1	1q24.3
730144	1	1q25.3
730152	6	6p12.2
730153	16	16p11.2
730174	13	13q14.2
730177	1	1q25.2
730180	6	6q11.1
730187	2	2p14
730190	1	1q31.2
730196	16	16p11.2
730202	14	14q32.2
730211	3	3q27.1
730213	1	1q25.3
730222	1	1q32.1
730232	1	1q31.3
730234	7	7p12.3
730239	13	13q21.33
730246	1	1q32.1
730255	1	1q32.1
730257	1	1q21.2
7303	4	4q28-q31
730338	7	7p12.3
